session_id,customer_id,session_date,acquisition_channel,product_viewed,added_to_cart,checkout_started,order_id
3947,147,2025-11-02,ads_google,1,0,0,
3948,75,2025-05-05,partner,1,1,0,
3949,642,2025-10-07,organic,1,0,0,
3950,847,2025-05-19,ads_google,1,0,0,
3951,840,2025-09-19,ads_social,1,0,0,
3952,311,2024-07-04,seo,1,0,0,
3953,404,2025-02-01,organic,1,0,0,
3954,103,2025-06-26,ads_google,1,0,0,
3955,719,2025-08-12,partner,0,0,0,
3956,652,2025-06-01,ads_social,1,0,0,
3957,638,2024-11-24,organic,1,0,0,
3958,734,2025-12-29,organic,1,0,0,
3959,198,2024-12-22,organic,0,0,0,
3960,32,2025-10-09,ads_social,0,0,0,
3961,44,2025-12-10,ads_google,0,0,0,
3962,201,2025-04-12,ads_google,1,1,0,
3963,553,2025-12-27,ads_google,0,0,0,
3964,557,2025-05-22,ads_social,1,0,0,
3965,472,2025-09-28,ads_social,0,0,0,
3966,657,2025-01-28,ads_social,1,1,1,
3967,91,2025-10-20,partner,1,1,0,
3968,742,2025-07-13,ads_social,0,0,0,
3969,388,2024-11-08,organic,1,0,0,
3970,72,2024-09-24,seo,1,1,1,
3971,109,2025-09-27,seo,1,0,0,
3972,309,2025-12-04,ads_google,1,0,0,
3973,863,2025-12-01,ads_social,0,0,0,
3974,85,2024-09-13,partner,1,1,1,
3975,890,2025-10-07,seo,0,0,0,
3976,122,2025-07-25,partner,1,0,0,
3977,8,2025-05-01,organic,1,1,0,
3978,656,2025-11-15,ads_google,1,0,0,
3979,594,2025-01-27,seo,0,0,0,
3980,776,2025-08-11,ads_social,1,0,0,
3981,205,2025-06-12,organic,1,0,0,
3982,692,2025-03-07,ads_social,1,0,0,
3983,730,2025-10-20,ads_google,1,0,0,
3984,842,2024-06-01,seo,1,0,0,
3985,718,2025-11-01,seo,0,0,0,
3986,613,2024-05-10,partner,1,1,1,
3987,379,2025-03-22,partner,1,1,1,
3988,215,2025-07-31,partner,1,0,0,
3989,649,2024-08-21,ads_google,0,0,0,
3990,594,2025-07-26,seo,1,0,0,
3991,594,2025-10-03,seo,0,0,0,
3992,8,2025-01-01,organic,1,0,0,
3993,508,2024-09-07,referral,1,1,1,
3994,820,2024-09-12,organic,1,0,0,
3995,747,2024-09-30,ads_social,0,0,0,
3996,416,2025-10-28,partner,1,0,0,
3997,570,2025-04-25,partner,1,0,0,
3998,690,2025-10-06,partner,0,0,0,
3999,460,2025-04-04,ads_google,1,1,1,
4000,603,2025-03-10,ads_google,0,0,0,
4001,761,2025-02-11,partner,1,0,0,
4002,628,2024-03-18,partner,1,0,0,
4003,274,2025-04-11,organic,1,1,1,
4004,716,2025-10-15,ads_social,1,1,0,
4005,279,2025-07-19,referral,1,1,0,
4006,252,2025-03-31,seo,1,1,0,
4007,866,2025-03-17,ads_social,1,0,0,
4008,641,2025-07-11,partner,1,0,0,
4009,315,2024-04-04,organic,1,0,0,
4010,385,2024-02-18,referral,1,1,1,
4011,838,2025-09-26,seo,1,1,1,
4012,816,2024-09-23,referral,0,0,0,
4013,544,2025-12-12,seo,0,0,0,
4014,541,2025-10-20,ads_social,0,0,0,
4015,625,2025-04-29,seo,1,0,0,
4016,557,2025-03-30,ads_social,1,0,0,
4017,656,2025-12-10,ads_google,1,0,0,
4018,813,2025-06-12,seo,1,1,1,
4019,702,2025-04-09,organic,1,0,0,
4020,611,2025-09-29,referral,0,0,0,
4021,870,2025-12-05,organic,1,0,0,
4022,816,2024-07-20,referral,1,0,0,
4023,197,2024-08-06,organic,0,0,0,
4024,269,2024-09-25,referral,1,0,0,
4025,529,2025-05-13,seo,1,0,0,
4026,35,2025-08-06,organic,1,1,0,
4027,200,2025-01-06,organic,0,0,0,
4028,9,2024-11-28,seo,1,1,0,
4029,504,2025-04-22,ads_social,1,0,0,
4030,499,2025-11-22,referral,1,1,0,
4031,800,2025-08-01,ads_google,0,0,0,
4032,138,2025-03-26,seo,1,1,1,
4033,261,2025-02-04,ads_social,1,1,0,
4034,262,2025-03-30,seo,1,0,0,
4035,397,2025-03-04,ads_social,1,0,0,
4036,514,2025-02-23,organic,0,0,0,
4037,190,2024-06-24,ads_google,1,0,0,
4038,7,2025-08-01,ads_google,1,0,0,
4039,359,2025-12-16,referral,1,1,0,
4040,545,2025-02-10,seo,1,0,0,
4041,215,2025-02-24,partner,0,0,0,
4042,117,2025-10-04,organic,0,0,0,
4043,278,2024-01-12,organic,0,0,0,
4044,340,2025-06-18,partner,1,0,0,
4045,559,2025-12-18,organic,0,0,0,
4046,396,2025-03-11,organic,1,0,0,
4047,809,2025-05-11,organic,0,0,0,
4048,295,2024-12-05,organic,1,1,0,
4049,448,2024-06-29,ads_social,0,0,0,
4050,454,2024-03-27,ads_google,0,0,0,
4051,177,2025-12-24,ads_google,1,0,0,
4052,655,2025-12-10,referral,0,0,0,
4053,275,2025-12-20,referral,0,0,0,
4054,192,2024-04-29,organic,0,0,0,
4055,733,2025-11-07,ads_social,1,0,0,
4056,545,2025-02-11,seo,0,0,0,
4057,531,2025-10-01,ads_google,1,1,0,
4058,463,2025-03-23,ads_google,1,0,0,
4059,827,2025-03-04,organic,1,1,1,
4060,247,2025-06-11,seo,0,0,0,
4061,324,2025-01-25,referral,1,1,1,
4062,636,2024-10-27,ads_google,1,1,1,
4063,805,2024-09-14,ads_social,1,0,0,
4064,544,2025-08-01,seo,0,0,0,
4065,285,2025-12-15,ads_google,1,0,0,
4066,457,2025-01-19,partner,0,0,0,
4067,192,2025-08-17,organic,1,0,0,
4068,526,2025-05-22,partner,1,0,0,
4069,213,2025-01-23,organic,0,0,0,
4070,439,2025-06-12,organic,1,0,0,
4071,481,2025-05-30,seo,0,0,0,
4072,355,2025-01-03,organic,1,1,0,
4073,86,2025-06-30,organic,1,0,0,
4074,414,2025-08-23,seo,1,0,0,
4075,427,2024-02-18,ads_google,1,1,0,
4076,337,2024-08-28,ads_social,0,0,0,
4077,671,2025-10-17,referral,1,0,0,
4078,424,2025-12-14,ads_google,0,0,0,
4079,56,2025-06-28,ads_google,0,0,0,
4080,166,2025-12-01,organic,1,0,0,
4081,799,2025-05-03,referral,1,1,0,
4082,542,2024-02-29,seo,1,1,1,
4083,677,2025-12-12,organic,1,1,1,
4084,376,2025-10-28,ads_social,1,0,0,
4085,626,2024-12-11,organic,1,1,0,
4086,838,2025-04-30,seo,1,0,0,
4087,339,2024-06-08,partner,0,0,0,
4088,359,2025-06-14,referral,1,1,0,
4089,572,2025-11-03,ads_social,1,0,0,
4090,363,2025-12-18,partner,0,0,0,
4091,608,2024-10-10,seo,1,1,0,
4092,527,2025-08-08,seo,0,0,0,
4093,81,2024-03-22,partner,1,1,1,
4094,266,2025-01-06,ads_google,0,0,0,
4095,761,2025-01-10,partner,1,1,0,
4096,285,2025-12-18,ads_google,1,0,0,
4097,25,2025-12-09,ads_social,1,0,0,
4098,277,2025-12-18,seo,0,0,0,
4099,674,2025-11-24,ads_social,0,0,0,
4100,531,2025-11-28,ads_google,1,1,0,
4101,427,2024-05-19,ads_google,1,0,0,
4102,130,2025-03-17,referral,1,0,0,
4103,612,2025-04-26,ads_google,1,0,0,
4104,551,2025-10-26,ads_social,1,0,0,
4105,46,2025-12-26,ads_social,1,0,0,
4106,601,2025-07-23,organic,0,0,0,
4107,767,2025-10-01,ads_google,0,0,0,
4108,494,2025-08-14,referral,1,0,0,
4109,192,2024-04-25,organic,1,0,0,
4110,803,2025-07-10,ads_social,1,0,0,
4111,818,2025-12-06,ads_google,1,1,1,
4112,734,2025-11-19,organic,0,0,0,
4113,699,2025-10-29,ads_google,1,0,0,
4114,7,2025-05-04,ads_google,1,0,0,
4115,250,2025-05-03,ads_social,0,0,0,
4116,295,2024-12-14,organic,1,0,0,
4117,847,2025-01-30,ads_google,1,0,0,
4118,182,2025-12-02,ads_social,1,0,0,
4119,225,2025-02-17,seo,1,0,0,
4120,69,2024-12-01,seo,1,0,0,
4121,176,2025-02-02,seo,0,0,0,
4122,710,2025-05-22,organic,1,0,0,
4123,325,2025-06-28,organic,1,0,0,
4124,527,2025-05-05,seo,0,0,0,
4125,491,2025-06-16,seo,1,0,0,
4126,424,2025-12-25,ads_google,1,0,0,
4127,403,2024-01-28,ads_google,0,0,0,
4128,805,2024-08-08,ads_social,0,0,0,
4129,255,2025-03-27,seo,1,0,0,
4130,414,2025-06-09,seo,1,0,0,
4131,507,2025-12-23,ads_google,1,0,0,
4132,220,2025-12-28,seo,1,0,0,
4133,2,2025-03-13,ads_social,0,0,0,
4134,232,2025-12-11,ads_social,0,0,0,
4135,216,2025-10-23,ads_google,1,0,0,
4136,222,2025-11-12,ads_google,1,0,0,
4137,853,2025-11-26,seo,1,0,0,
4138,246,2024-10-10,ads_google,1,0,0,
4139,697,2025-12-26,organic,0,0,0,
4140,621,2025-04-30,organic,1,0,0,
4141,163,2025-06-04,ads_social,0,0,0,
4142,221,2025-06-06,organic,1,0,0,
4143,203,2025-12-12,seo,1,1,0,
4144,696,2025-01-17,organic,1,1,1,
4145,541,2025-10-28,ads_social,1,0,0,
4146,866,2025-05-13,ads_social,1,1,1,
4147,122,2025-11-29,partner,1,0,0,
4148,848,2025-07-09,seo,1,0,0,
4149,772,2025-03-16,organic,1,0,0,
4150,893,2025-08-12,seo,1,1,0,
4151,604,2024-08-25,seo,1,0,0,
4152,678,2025-11-07,referral,1,0,0,
4153,581,2025-09-03,organic,0,0,0,
4154,334,2025-01-02,ads_google,1,1,1,
4155,721,2025-12-01,ads_social,1,0,0,
4156,495,2024-10-12,ads_social,1,1,0,
4157,474,2025-09-13,seo,1,1,1,
4158,683,2025-11-11,seo,1,0,0,
4159,236,2025-03-10,ads_social,1,0,0,
4160,700,2024-04-25,seo,0,0,0,
4161,244,2024-01-29,ads_social,0,0,0,
4162,390,2025-05-20,organic,0,0,0,
4163,419,2025-12-14,organic,0,0,0,
4164,701,2025-12-04,ads_google,1,1,0,
4165,104,2025-09-17,ads_social,1,1,0,
4166,769,2025-06-23,referral,1,1,1,
4167,784,2025-03-13,ads_google,1,0,0,
4168,867,2024-09-25,referral,0,0,0,
4169,835,2024-07-02,ads_social,0,0,0,
4170,797,2025-04-24,ads_social,1,1,0,
4171,404,2024-12-23,organic,1,0,0,
4172,594,2025-04-02,seo,1,0,0,
4173,652,2025-05-18,ads_social,1,0,0,
4174,760,2025-12-15,seo,1,1,0,
4175,379,2025-10-20,partner,1,1,0,
4176,423,2025-12-19,seo,0,0,0,
4177,610,2025-06-18,organic,0,0,0,
4178,341,2025-10-31,referral,1,0,0,
4179,723,2025-01-29,ads_social,1,0,0,
4180,176,2024-02-23,seo,1,0,0,
4181,88,2025-12-28,ads_google,1,0,0,
4182,646,2025-08-03,organic,1,0,0,
4183,159,2025-01-17,seo,1,1,0,
4184,57,2024-05-22,ads_social,1,1,0,
4185,423,2025-12-05,seo,0,0,0,
4186,649,2024-05-01,ads_google,1,0,0,
4187,167,2025-02-22,organic,0,0,0,
4188,772,2025-07-21,organic,1,0,0,
4189,156,2025-09-13,ads_google,1,0,0,
4190,654,2025-07-18,partner,1,0,0,
4191,183,2025-11-23,ads_google,1,1,1,
4192,153,2025-08-21,ads_google,1,1,1,
4193,340,2025-08-26,partner,1,0,0,
4194,710,2024-08-17,organic,1,0,0,
4195,613,2025-11-11,partner,1,1,1,
4196,344,2025-08-11,ads_social,1,1,0,
4197,238,2025-11-19,organic,1,1,0,
4198,525,2024-08-06,seo,1,1,0,
4199,619,2024-10-24,ads_social,0,0,0,
4200,795,2025-09-13,ads_social,1,0,0,
4201,864,2025-04-30,partner,1,1,0,
4202,192,2025-09-23,organic,0,0,0,
4203,554,2025-04-20,ads_social,1,1,1,
4204,501,2025-04-18,seo,1,0,0,
4205,644,2025-04-18,seo,0,0,0,
4206,706,2025-11-14,seo,0,0,0,
4207,269,2025-10-21,referral,1,0,0,
4208,792,2025-08-11,seo,1,1,1,
4209,807,2024-03-26,ads_google,1,0,0,
4210,354,2025-09-18,organic,1,1,1,
4211,644,2025-09-29,seo,1,1,1,
4212,565,2025-12-18,seo,0,0,0,
4213,512,2025-07-01,ads_social,0,0,0,
4214,215,2025-10-17,partner,1,0,0,
4215,829,2025-12-23,seo,0,0,0,
4216,615,2025-12-25,ads_google,1,0,0,
4217,621,2025-01-13,organic,0,0,0,
4218,313,2025-11-09,seo,1,0,0,
4219,482,2025-06-18,partner,1,1,0,
4220,418,2025-01-31,organic,1,1,0,
4221,753,2025-02-28,organic,0,0,0,
4222,453,2025-12-11,organic,0,0,0,
4223,782,2025-07-12,ads_social,1,0,0,
4224,91,2024-09-23,partner,1,0,0,
4225,848,2025-02-08,seo,1,0,0,
4226,75,2025-02-23,partner,1,0,0,
4227,226,2025-07-10,ads_social,0,0,0,
4228,801,2025-07-24,ads_social,1,0,0,
4229,346,2025-08-02,referral,0,0,0,
4230,243,2025-04-22,organic,1,0,0,
4231,108,2025-08-26,seo,0,0,0,
4232,572,2025-10-24,ads_social,1,0,0,
4233,110,2025-04-27,referral,0,0,0,
4234,891,2025-10-06,seo,1,0,0,
4235,323,2025-09-01,seo,1,0,0,
4236,580,2025-03-29,seo,1,0,0,
4237,493,2025-09-22,seo,1,0,0,
4238,589,2025-05-08,referral,1,1,1,
4239,11,2025-11-24,organic,1,1,0,
4240,762,2025-10-30,seo,0,0,0,
4241,318,2025-05-01,organic,1,1,0,
4242,310,2025-11-29,partner,1,0,0,
4243,842,2025-04-28,seo,1,0,0,
4244,407,2025-12-04,ads_social,0,0,0,
4245,764,2025-12-13,ads_social,0,0,0,
4246,147,2025-11-01,ads_google,1,0,0,
4247,354,2025-01-24,organic,1,0,0,
4248,659,2025-05-23,ads_google,1,0,0,
4249,439,2025-08-30,organic,0,0,0,
4250,119,2025-12-28,organic,0,0,0,
4251,565,2024-04-07,seo,0,0,0,
4252,190,2025-08-27,ads_google,1,0,0,
4253,782,2025-02-03,ads_social,1,1,0,
4254,268,2025-06-30,organic,0,0,0,
4255,734,2025-06-16,organic,1,0,0,
4256,596,2024-06-12,partner,0,0,0,
4257,759,2025-12-28,ads_google,0,0,0,
4258,715,2024-09-26,organic,1,1,0,
4259,513,2025-02-27,seo,1,0,0,
4260,62,2025-05-30,organic,1,0,0,
4261,585,2025-09-18,organic,0,0,0,
4262,838,2025-05-27,seo,0,0,0,
4263,674,2024-11-12,ads_social,1,0,0,
4264,591,2025-12-13,seo,1,1,1,
4265,408,2025-10-31,seo,1,0,0,
4266,324,2024-09-03,referral,1,0,0,
4267,12,2025-03-11,referral,0,0,0,
4268,571,2024-03-03,ads_social,1,0,0,
4269,508,2025-09-29,referral,1,1,0,
4270,899,2025-11-05,organic,0,0,0,
4271,37,2025-11-26,organic,1,0,0,
4272,125,2025-12-21,ads_social,1,0,0,
4273,788,2025-12-27,referral,1,0,0,
4274,378,2025-01-26,ads_social,1,0,0,
4275,605,2025-12-31,partner,1,0,0,
4276,351,2025-08-02,ads_social,0,0,0,
4277,307,2025-12-22,organic,0,0,0,
4278,528,2025-02-08,ads_social,0,0,0,
4279,63,2025-10-10,seo,0,0,0,
4280,117,2025-12-28,organic,1,0,0,
4281,596,2024-03-03,partner,1,1,0,
4282,524,2024-07-01,referral,0,0,0,
4283,457,2025-03-14,partner,1,1,0,
4284,17,2025-09-29,seo,0,0,0,
4285,678,2025-12-28,referral,0,0,0,
4286,361,2025-12-23,ads_google,1,0,0,
4287,763,2024-02-27,ads_google,0,0,0,
4288,580,2025-03-28,seo,1,0,0,
4289,432,2025-10-25,partner,0,0,0,
4290,586,2025-12-29,referral,0,0,0,
4291,621,2024-12-18,organic,0,0,0,
4292,141,2025-05-10,partner,1,1,0,
4293,42,2024-09-13,ads_google,1,0,0,
4294,628,2024-04-20,partner,1,0,0,
4295,753,2025-04-26,organic,1,0,0,
4296,570,2025-05-12,partner,1,0,0,
4297,393,2025-12-07,ads_google,0,0,0,
4298,125,2025-11-24,ads_social,1,0,0,
4299,869,2025-09-04,ads_google,1,0,0,
4300,563,2025-11-03,organic,1,0,0,
4301,811,2024-04-05,organic,1,0,0,
4302,108,2025-11-19,seo,0,0,0,
4303,785,2025-06-16,ads_google,0,0,0,
4304,520,2025-03-16,organic,1,0,0,
4305,351,2024-06-13,ads_social,1,1,1,
4306,313,2025-10-12,seo,1,0,0,
4307,844,2025-05-19,organic,1,0,0,
4308,670,2025-04-18,ads_social,1,1,0,
4309,241,2024-12-03,seo,0,0,0,
4310,535,2024-09-27,organic,1,1,0,
4311,204,2025-10-02,ads_social,1,0,0,
4312,515,2025-08-28,partner,1,1,0,
4313,628,2025-09-06,partner,1,1,1,
4314,235,2025-11-19,seo,1,1,0,
4315,292,2025-06-30,ads_google,1,0,0,
4316,23,2025-10-07,organic,1,0,0,
4317,435,2025-11-24,organic,1,0,0,
4318,707,2025-12-03,organic,1,1,0,
4319,215,2025-12-02,partner,0,0,0,
4320,357,2025-01-19,ads_google,1,0,0,
4321,550,2025-05-03,ads_social,1,1,1,
4322,812,2025-11-08,ads_google,1,0,0,
4323,262,2025-08-23,seo,1,0,0,
4324,328,2025-01-28,ads_social,1,0,0,
4325,627,2025-02-09,ads_google,1,0,0,
4326,544,2025-04-16,seo,1,0,0,
4327,341,2025-11-17,referral,1,0,0,
4328,893,2024-12-13,seo,0,0,0,
4329,261,2024-10-31,ads_social,1,0,0,
4330,271,2024-11-01,partner,1,0,0,
4331,745,2025-10-26,ads_social,0,0,0,
4332,606,2025-09-21,referral,0,0,0,
4333,303,2024-04-30,ads_social,1,0,0,
4334,366,2025-03-24,ads_social,0,0,0,
4335,684,2025-08-03,organic,1,0,0,
4336,881,2025-10-14,organic,1,0,0,
4337,573,2025-05-06,organic,0,0,0,
4338,551,2025-11-26,ads_social,0,0,0,
4339,158,2025-10-08,referral,1,1,0,
4340,542,2024-08-15,seo,1,0,0,
4341,394,2024-07-11,referral,1,0,0,
4342,187,2025-06-03,organic,1,0,0,
4343,313,2025-11-24,seo,1,1,0,
4344,400,2025-08-01,seo,0,0,0,
4345,164,2025-03-15,referral,1,0,0,
4346,570,2025-11-17,partner,1,1,1,
4347,547,2025-05-03,ads_social,0,0,0,
4348,285,2025-12-13,ads_google,0,0,0,
4349,430,2025-02-27,ads_social,1,0,0,
4350,422,2025-09-30,ads_google,1,0,0,
4351,464,2024-09-13,seo,1,0,0,
4352,585,2025-11-29,organic,1,1,0,
4353,491,2025-09-09,seo,1,0,0,
4354,283,2025-12-19,ads_social,1,0,0,
4355,132,2025-11-01,referral,0,0,0,
4356,672,2024-10-11,organic,1,0,0,
4357,136,2025-01-02,partner,1,0,0,
4358,153,2025-12-08,ads_google,1,1,0,
4359,793,2025-05-19,seo,1,0,0,
4360,196,2025-08-20,organic,1,0,0,
4361,313,2025-11-23,seo,1,0,0,
4362,370,2025-03-08,seo,1,0,0,
4363,447,2024-11-26,seo,1,1,0,
4364,55,2025-09-16,organic,1,1,1,
4365,293,2025-12-24,organic,1,0,0,
4366,110,2025-06-03,referral,1,0,0,
4367,30,2025-02-25,ads_social,1,0,0,
4368,635,2025-10-27,seo,0,0,0,
4369,120,2025-03-02,seo,0,0,0,
4370,869,2025-11-07,ads_google,1,0,0,
4371,406,2025-06-30,organic,1,1,0,
4372,408,2025-10-24,seo,0,0,0,
4373,598,2025-12-04,organic,1,0,0,
4374,348,2025-11-08,referral,1,0,0,
4375,526,2025-10-04,partner,1,0,0,
4376,794,2025-04-08,ads_social,1,0,0,
4377,137,2025-10-28,ads_google,1,1,0,
4378,69,2025-06-01,seo,0,0,0,
4379,826,2025-07-26,organic,1,1,0,
4380,158,2025-10-19,referral,1,1,0,
4381,469,2025-12-31,ads_google,1,0,0,
4382,543,2025-09-08,ads_social,0,0,0,
4383,617,2025-12-03,seo,1,0,0,
4384,850,2025-09-17,ads_google,0,0,0,
4385,701,2025-02-16,ads_google,1,1,0,
4386,441,2025-11-15,ads_social,1,0,0,
4387,97,2025-12-08,partner,1,1,0,
4388,683,2024-11-11,seo,0,0,0,
4389,92,2025-09-22,ads_google,1,1,0,
4390,229,2025-12-24,seo,1,0,0,
4391,818,2025-12-19,ads_google,1,1,0,
4392,374,2025-07-06,seo,1,0,0,
4393,7,2025-06-08,ads_google,1,0,0,
4394,234,2025-06-24,ads_google,1,0,0,
4395,840,2025-12-15,ads_social,1,0,0,
4396,787,2025-04-26,referral,1,0,0,
4397,45,2024-08-31,organic,1,0,0,
4398,476,2025-08-08,organic,1,0,0,
4399,818,2025-12-24,ads_google,1,0,0,
4400,728,2025-05-21,ads_google,1,1,0,
4401,417,2025-09-15,organic,1,0,0,
4402,506,2025-07-17,seo,1,0,0,
4403,344,2025-09-30,ads_social,1,0,0,
4404,404,2025-03-16,organic,1,0,0,
4405,819,2025-09-27,organic,0,0,0,
4406,446,2025-02-03,partner,1,0,0,
4407,369,2025-03-09,partner,1,0,0,
4408,333,2025-09-09,ads_social,1,0,0,
4409,799,2025-03-14,referral,1,0,0,
4410,642,2025-09-30,organic,1,1,0,
4411,32,2025-08-30,ads_social,1,1,1,
4412,586,2024-06-13,referral,1,0,0,
4413,454,2024-01-05,ads_google,1,1,0,
4414,80,2025-07-18,referral,1,1,1,
4415,270,2025-10-09,ads_google,1,0,0,
4416,535,2024-08-24,organic,1,0,0,
4417,553,2025-11-22,ads_google,1,0,0,
4418,860,2025-09-14,referral,1,0,0,
4419,590,2024-04-18,partner,1,0,0,
4420,446,2024-10-02,partner,0,0,0,
4421,317,2025-11-11,ads_google,0,0,0,
4422,533,2025-01-01,ads_social,0,0,0,
4423,381,2024-12-30,seo,0,0,0,
4424,504,2024-07-04,ads_social,0,0,0,
4425,173,2025-07-22,ads_social,1,0,0,
4426,372,2025-11-14,ads_google,1,0,0,
4427,163,2025-07-26,ads_social,0,0,0,
4428,896,2024-11-10,organic,1,0,0,
4429,384,2025-02-13,organic,1,1,0,
4430,624,2025-08-31,organic,1,0,0,
4431,811,2024-07-30,organic,0,0,0,
4432,727,2025-06-18,ads_google,1,1,0,
4433,861,2025-01-10,referral,0,0,0,
4434,654,2025-01-20,partner,1,0,0,
4435,474,2025-09-11,seo,1,0,0,
4436,899,2025-12-19,organic,1,0,0,
4437,157,2024-03-06,ads_social,0,0,0,
4438,865,2025-01-14,ads_social,1,0,0,
4439,26,2025-11-30,seo,1,0,0,
4440,750,2025-09-13,ads_social,1,0,0,
4441,726,2025-06-18,referral,1,0,0,
4442,813,2025-12-17,seo,0,0,0,
4443,476,2025-07-17,organic,1,0,0,
4444,898,2025-10-14,referral,1,0,0,
4445,594,2025-02-14,seo,0,0,0,
4446,91,2025-04-23,partner,1,0,0,
4447,488,2024-12-31,ads_social,0,0,0,
4448,176,2024-04-11,seo,1,0,0,
4449,221,2024-06-28,organic,0,0,0,
4450,550,2025-06-19,ads_social,1,0,0,
4451,432,2025-10-26,partner,1,1,1,
4452,669,2025-11-23,ads_google,1,0,0,
4453,151,2025-11-19,seo,0,0,0,
4454,369,2025-12-10,partner,1,1,0,
4455,659,2025-12-25,ads_google,0,0,0,
4456,134,2025-01-18,referral,1,0,0,
4457,889,2025-11-07,ads_social,1,0,0,
4458,16,2025-12-01,organic,0,0,0,
4459,267,2025-09-17,seo,1,1,0,
4460,117,2025-05-10,organic,1,0,0,
4461,645,2024-03-18,ads_google,1,0,0,
4462,398,2025-08-18,organic,1,1,0,
4463,83,2025-03-29,partner,1,0,0,
4464,332,2024-12-19,seo,1,1,1,
4465,740,2025-12-15,ads_google,0,0,0,
4466,708,2025-08-31,referral,1,0,0,
4467,726,2025-07-26,referral,1,0,0,
4468,683,2025-11-26,seo,1,0,0,
4469,73,2024-10-13,organic,1,0,0,
4470,470,2025-12-14,ads_google,1,0,0,
4471,871,2025-11-11,ads_social,1,0,0,
4472,211,2025-09-07,organic,1,0,0,
4473,824,2025-09-11,organic,0,0,0,
4474,559,2025-09-26,organic,1,0,0,
4475,197,2024-12-02,organic,1,1,1,
4476,628,2025-09-15,partner,0,0,0,
4477,207,2025-10-27,referral,1,1,0,
4478,525,2024-06-08,seo,1,1,1,
4479,62,2024-11-25,organic,1,0,0,
4480,84,2025-12-26,ads_google,1,1,1,
4481,593,2025-09-08,ads_google,1,1,0,
4482,636,2024-02-23,ads_google,1,0,0,
4483,96,2025-09-25,ads_social,1,0,0,
4484,81,2025-12-30,partner,1,1,0,
4485,534,2025-11-06,ads_social,1,0,0,
4486,488,2024-11-26,ads_social,1,0,0,
4487,294,2025-11-10,seo,1,1,0,
4488,655,2025-09-20,referral,1,0,0,
4489,61,2025-03-27,ads_google,1,0,0,
4490,98,2025-11-10,ads_social,1,0,0,
4491,569,2025-12-28,seo,1,0,0,
4492,388,2025-03-24,organic,1,1,0,
4493,218,2025-10-06,referral,1,0,0,
4494,498,2025-06-07,ads_social,1,0,0,
4495,190,2025-05-16,ads_google,0,0,0,
4496,273,2025-07-13,ads_google,1,0,0,
4497,3,2025-08-27,ads_google,1,0,0,
4498,479,2025-03-10,partner,1,0,0,
4499,628,2024-08-28,partner,1,1,0,
4500,120,2025-10-30,seo,0,0,0,
4501,595,2025-10-03,referral,0,0,0,
4502,44,2025-11-01,ads_google,1,0,0,
4503,680,2024-10-17,seo,1,0,0,
4504,605,2025-11-28,partner,1,0,0,
4505,891,2025-09-23,seo,0,0,0,
4506,770,2025-11-21,organic,1,0,0,
4507,21,2025-09-14,partner,0,0,0,
4508,714,2024-02-14,seo,1,0,0,
4509,136,2025-06-24,partner,0,0,0,
4510,719,2025-12-09,partner,0,0,0,
4511,436,2025-11-06,seo,0,0,0,
4512,35,2025-04-19,organic,1,0,0,
4513,580,2025-05-06,seo,0,0,0,
4514,347,2025-12-26,referral,1,0,0,
4515,706,2025-10-24,seo,1,1,0,
4516,566,2025-09-04,seo,1,0,0,
4517,567,2025-11-19,ads_google,1,0,0,
4518,465,2025-12-16,ads_social,1,0,0,
4519,599,2025-09-20,ads_google,1,0,0,
4520,654,2025-08-16,partner,1,0,0,
4521,299,2025-04-13,ads_google,0,0,0,
4522,834,2024-12-11,ads_google,1,0,0,
4523,566,2025-07-05,seo,1,0,0,
4524,77,2025-04-08,partner,1,0,0,
4525,292,2024-12-25,ads_google,0,0,0,
4526,238,2025-12-05,organic,1,1,0,
4527,3,2025-11-27,ads_google,1,0,0,
4528,313,2025-12-28,seo,0,0,0,
4529,862,2025-09-11,organic,1,0,0,
4530,309,2025-12-07,ads_google,1,0,0,
4531,898,2025-11-28,referral,1,0,0,
4532,2,2025-09-11,ads_social,0,0,0,
4533,170,2025-12-02,ads_social,1,0,0,
4534,294,2025-12-19,seo,1,0,0,
4535,656,2025-12-27,ads_google,1,0,0,
4536,409,2025-12-22,ads_google,1,1,0,
4537,434,2025-08-25,organic,1,1,1,
4538,68,2025-06-16,organic,1,0,0,
4539,211,2025-10-24,organic,0,0,0,
4540,504,2025-09-26,ads_social,1,0,0,
4541,133,2025-12-24,ads_social,0,0,0,
4542,263,2025-12-24,referral,1,0,0,
4543,135,2025-01-21,organic,0,0,0,
4544,370,2024-08-31,seo,0,0,0,
4545,312,2025-10-24,ads_social,1,0,0,
4546,84,2025-08-18,ads_google,1,0,0,
4547,836,2025-09-01,ads_social,0,0,0,
4548,49,2025-06-06,ads_google,1,0,0,
4549,890,2025-09-17,seo,0,0,0,
4550,133,2025-11-30,ads_social,1,0,0,
4551,387,2025-12-22,organic,0,0,0,
4552,822,2024-09-09,referral,1,0,0,
4553,871,2025-12-07,ads_social,0,0,0,
4554,91,2024-09-25,partner,1,0,0,
4555,581,2025-03-28,organic,0,0,0,
4556,304,2025-05-18,ads_social,1,0,0,
4557,528,2024-08-22,ads_social,0,0,0,
4558,733,2025-11-09,ads_social,1,0,0,
4559,191,2025-01-30,ads_social,1,1,0,
